solver,basin_hash,distance,edges,triplets
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,7373778606146978034,837.2387,1-27|7-27|7-29|5-29|5-12|9-12|9-19|10-19|10-23|1-23|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-25|15-25|15-24|4-24|3-4|3-8|8-17|1-17|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|13-31|1-13,1-27-7|27-7-29|5-29-7|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|1-23-10|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-25-15|24-15-25|4-24-15|3-4-24|4-3-8|3-8-17|1-17-8|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-13|1-13-31
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,7373778606146978034,837.2387,1-27|7-27|7-29|5-29|5-12|9-12|9-19|10-19|10-23|1-23|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-25|15-25|15-24|4-24|3-4|3-8|8-17|1-17|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|13-31|1-13,1-27-7|27-7-29|5-29-7|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|1-23-10|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-25-15|24-15-25|4-24-15|3-4-24|4-3-8|3-8-17|1-17-8|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-13|1-13-31
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,7373778606146978034,837.2387,1-27|7-27|7-29|5-29|5-12|9-12|9-19|10-19|10-23|1-23|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-25|15-25|15-24|4-24|3-4|3-8|8-17|1-17|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|13-31|1-13,1-27-7|27-7-29|5-29-7|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|1-23-10|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-25-15|24-15-25|4-24-15|3-4-24|4-3-8|3-8-17|1-17-8|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-13|1-13-31
Sweep,7373778606146978034,837.2387,1-27|7-27|7-29|5-29|5-12|9-12|9-19|10-19|10-23|1-23|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-25|15-25|15-24|4-24|3-4|3-8|8-17|1-17|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|13-31|1-13,1-27-7|27-7-29|5-29-7|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|1-23-10|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-25-15|24-15-25|4-24-15|3-4-24|4-3-8|3-8-17|1-17-8|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-13|1-13-31
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
Sweep,1102528846842416191,859.2770,1-15|15-19|9-19|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-17|17-20|18-20|14-18|8-14|1-8|1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|2-22|22-32|7-32|7-27|27-31|1-31|1-25|25-28|1-28,1-15-19|9-19-15|12-9-19|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-17-20|17-20-18|14-18-20|8-14-18|1-8-14|1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|13-2-22|2-22-32|7-32-22|27-7-32|7-27-31|1-31-27|1-25-28|1-28-25
Sweep,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
